名前,フォルム,名前(フォルム),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
サルノリ,,サルノリ,基本,基本,Lv.6,Lv.8,Lv.12,Lv.17,Lv.20,Lv.24,Lv.28,Lv.32,Lv.36,マシン00,マシン01,マシン10,マシン11,マシン12,マシン16,マシン21,マシン24,マシン25,マシン28,マシン31,マシン34,マシン39,マシン40,マシン56,マシン58,マシン59,マシン63,マシン76,マシン78,マシン94,レコ.00,レコ.07,レコ.13,レコ.20,レコ.26,レコ.27,レコ.35,レコ.37,レコ.65,レコ.77,レコ.85,遺伝,遺伝,遺伝,遺伝,遺伝,遺伝,遺伝,鎧の孤島,教え技,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,かえんボール,かえんボール,フェイント,たいあたり,なきごえ,ひのこ,でんこうせっか,にどげり,ニトロチャージ,こうそくいどう,ずつき,カウンター,とびはねる,すてみタックル,コートチェンジ,メガトンキック,ほのおのパンチ,はかいこうせん,ギガインパクト,ほのおのうず,ねむる,いびき,まもる,メロメロ,にほんばれ,からげんき,スピードスター,てだすけ,リベンジ,とびはねる,マッドショット,とんぼがえり,ダメおし,ほのおのキバ,ローキック,りんしょう,アクロバット,バークアウト,かえんほうしゃ,けたぐり,こうそくいどう,きあいだめ,だいもんじ,みがわり,きしかいせい,こらえる,ねごと,バトンタッチ,シャドーボール,ねっぷう,ちょうはつ,ブレイズキック,オーバーヒート,ビルドアップ,フレアドライブ,きあいだま,しねんのずつき,ダストシュート,アイアンヘッド,エレキボール,サイドチェンジ,ふるいたてる,すなかけ,とびひざげり,いかりのまえば,ふいうち,コーチング,ねっさのだいち,ブラストバーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
メッソン,,メッソン,基本,基本,Lv.6,Lv.8,Lv.12,Lv.17,Lv.20,Lv.24,Lv.28,Lv.32,Lv.36,マシン17,マシン18,マシン19,マシン21,マシン24,マシン25,マシン31,マシン33,マシン36,マシン39,マシン40,マシン45,マシン46,マシン52,マシン53,マシン56,マシン76,レコ.04,レコ.20,レコ.26,レコ.27,レコ.29,レコ.45,レコ.85,レコ.98,遺伝,遺伝,遺伝,遺伝,遺伝,遺伝,遺伝,教え技,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,はたく,なきごえ,みずでっぽう,しめつける,みずのはどう,なみだめ,ふいうち,とんぼがえり,アクアブレイク,みずびたし,あまごい,ひかりのかべ,リフレクター,しんぴのまもり,ねむる,いびき,まもる,メロメロ,あまごい,うずしお,からげんき,スピードスター,ダイビング,ウェザーボール,とびはねる,マッドショット,とんぼがえり,りんしょう,なみのり,みがわり,こらえる,ねごと,バトンタッチ,だくりゅう,ふるいたてる,アクアブレイク,しろいきり,かげぶんしん,くろいきり,アクアリング,こおりのつぶて,アクアジェット,とどめばり,みずのちかい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ジメレオン,,ジメレオン,基本,基本,基本,基本,Lv.12,Lv.19,Lv.24,Lv.30,Lv.36,Lv.42,Lv.48,マシン17,マシン18,マシン19,マシン21,マシン24,マシン25,マシン31,マシン33,マシン36,マシン39,マシン40,マシン45,マシン46,マシン52,マシン53,マシン56,マシン59,マシン76,レコ.04,レコ.20,レコ.26,レコ.27,レコ.29,レコ.45,レコ.85,レコ.98,遺伝,遺伝,遺伝,遺伝,遺伝,遺伝,遺伝,教え技,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,はたく,なきごえ,みずでっぽう,しめつける,みずのはどう,なみだめ,ふいうち,とんぼがえり,アクアブレイク,みずびたし,あまごい,ひかりのかべ,リフレクター,しんぴのまもり,ねむる,いびき,まもる,メロメロ,あまごい,うずしお,からげんき,スピードスター,ダイビング,ウェザーボール,とびはねる,マッドショット,とんぼがえり,なげつける,りんしょう,なみのり,みがわり,こらえる,ねごと,バトンタッチ,だくりゅう,ふるいたてる,アクアブレイク,しろいきり,かげぶんしん,くろいきり,アクアリング,こおりのつぶて,アクアジェット,とどめばり,みずのちかい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インテレオン,,インテレオン,進化時,基本,基本,基本,基本,基本,基本,Lv.12,Lv.19,Lv.24,Lv.30,Lv.38,Lv.46,Lv.54,Lv.62,マシン08,マシン09,マシン17,マシン18,マシン19,マシン21,マシン24,マシン25,マシン27,マシン31,マシン33,マシン36,マシン39,マシン40,マシン45,マシン46,マシン51,マシン52,マシン53,マシン56,マシン59,マシン76,マシン78,マシン95,マシン99,レコ.00,レコ.03,レコ.04,レコ.05,レコ.06,レコ.12,レコ.13,レコ.14,レコ.16,レコ.20,レコ.26,レコ.27,レコ.29,レコ.33,レコ.45,レコ.58,レコ.84,レコ.85,レコ.98,遺伝,遺伝,遺伝,遺伝,遺伝,遺伝,遺伝,鎧の孤島,教え技,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ねらいうち,ねらいうち,アクロバット,はたく,なきごえ,みずでっぽう,しめつける,みずのはどう,なみだめ,ふいうち,とんぼがえり,アクアブレイク,みずびたし,あまごい,ハイドロポンプ,はかいこうせん,ギガインパクト,ひかりのかべ,リフレクター,しんぴのまもり,ねむる,いびき,まもる,こごえるかぜ,メロメロ,あまごい,うずしお,からげんき,スピードスター,ダイビング,ウェザーボール,つららばり,とびはねる,マッドショット,とんぼがえり,なげつける,りんしょう,アクロバット,エアスラッシュ,ワイドブレイカー,つるぎのまい,ハイドロポンプ,なみのり,れいとうビーム,ふぶき,こうそくいどう,きあいだめ,ゆびをふる,たきのぼり,みがわり,こらえる,ねごと,バトンタッチ,シャドーボール,だくりゅう,あくのはどう,ねっとう,ふるいたてる,アクアブレイク,しろいきり,かげぶんしん,くろいきり,アクアリング,こおりのつぶて,アクアジェット,とどめばり,スケイルショット,ハイドロカノン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
サッチムシ,,サッチムシ,基本,遺伝,遺伝,遺伝,遺伝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,むしのていこう,ちょうおんぱ,じこさいせい,まとわりつく,ねばねばネット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レドームシ,,レドームシ,進化時,進化時,進化時,基本,基本,基本,基本,マシン11,マシン17,マシン18,マシン19,マシン21,マシン24,マシン25,マシン31,マシン39,マシン41,マシン44,マシン57,マシン60,マシン61,マシン70,マシン71,マシン72,マシン76,マシン91,レコ.11,レコ.18,レコ.20,レコ.25,レコ.26,レコ.27,レコ.33,レコ.34,レコ.38,レコ.40,レコ.46,レコ.49,レコ.61,レコ.65,レコ.69,レコ.82,レコ.83,レコ.99,遺伝,遺伝,遺伝,遺伝,鎧の孤島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,リフレクター,ひかりのかべ,ねんりき,リフレクター,ひかりのかべ,ねんりき,むしのていこう,ソーラービーム,ひかりのかべ,リフレクター,しんぴのまもり,ねむる,いびき,まもる,メロメロ,からげんき,てだすけ,ふういん,しっぺがえし,パワースワップ,ガードスワップ,トリックルーム,ワンダールーム,マジックルーム,りんしょう,サイコフィールド,サイコキネシス,きゅうけつ,みがわり,サイコショック,こらえる,ねごと,シャドーボール,みらいよち,トリック,スキルスワップ,てっぺき,めいそう,むしのさざめき,エナジーボール,しねんのずつき,アシストパワー,サイドチェンジ,ボディプレス,ちょうおんぱ,じこさいせい,まとわりつく,ねばねばネット,ワイドフォース,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イオルブ,,イオルブ,基本,基本,基本,基本,Lv.4,Lv.8,Lv.12,Lv.16,Lv.20,Lv.24,Lv.28,Lv.32,Lv.36,Lv.40,Lv.44,Lv.48,マシン08,マシン09,マシン11,マシン17,マシン18,マシン19,マシン21,マシン24,マシン25,マシン28,マシン31,マシン39,マシン41,マシン44,マシン56,マシン57,マシン60,マシン61,マシン69,マシン70,マシン71,マシン72,マシン76,マシン91,レコ.11,レコ.12,レコ.18,レコ.20,レコ.25,レコ.26,レコ.27,レコ.29,レコ.33,レコ.34,レコ.38,レコ.40,レコ.46,レコ.49,レコ.61,レコ.65,レコ.69,レコ.82,レコ.83,レコ.99,遺伝,遺伝,遺伝,遺伝,鎧の孤島,キョ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,リフレクター,ひかりのかべ,ねんりき,むしのていこう,あやしいひかり,マジックコート,こうそくいどう,サイケこうせん,さいみんじゅつ,サイドチェンジ,むしのさざめき,ミラーコート,サイコキネシス,おさきにどうぞ,めいそう,サイコフィールド,はかいこうせん,ギガインパクト,ソーラービーム,ひかりのかべ,リフレクター,しんぴのまもり,ねむる,いびき,まもる,ギガドレイン,メロメロ,からげんき,てだすけ,ふういん,とんぼがえり,しっぺがえし,パワースワップ,ガードスワップ,サイコカッター,トリックルーム,ワンダールーム,マジックルーム,りんしょう,サイコフィールド,サイコキネシス,こうそくいどう,きゅうけつ,みがわり,サイコショック,こらえる,ねごと,バトンタッチ,シャドーボール,みらいよち,トリック,スキルスワップ,てっぺき,めいそう,むしのさざめき,エナジーボール,しねんのずつき,アシストパワー,サイドチェンジ,ボディプレス,ちょうおんぱ,じこさいせい,まとわりつく,ねばねばネット,ワイドフォース,キョダイテンドウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
キャタピー,,キャタピー,基本,基本,Lv.9,マシン82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,たいあたり,いとをはく,むしくい,エレキネット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
トランセル,,トランセル,進化時,基本,マシン82,レコ.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
